sentence,entity_pairs,actual_labels,llm_responses,complete_responses,extracted_labels
Western Digital (WDC) has agreed to buy rival SanDisk (SNDK) for around $19 billion in cash and stock.,"('SanDisk', 'Western Digital')",owned_by,"The relationship is: **parent organization** 

Western Digital is acquiring SanDisk, meaning SanDisk will become a subsidiary of Western Digital.","ModelResponse(id='8e7d07eb4cb57ce2-EWR', created=1732489391, model='together_ai/google/gemma-2-27b-it', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content='The relationship is: **parent organization** \n\nWestern Digital is acquiring SanDisk, meaning SanDisk will become a subsidiary of Western Digital. \n\n', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=33, prompt_tokens=221, total_tokens=254, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",parent_organization
Western Digital (WDC) has agreed to buy rival SanDisk (SNDK) for around $19 billion in cash and stock.,"('Western Digital', 'SanDisk')",owner_of,"The relationship is **subsidiary**. 

The sentence states that Western Digital is buying SanDisk. This implies that SanDisk will become a subsidiary of Western Digital after the acquisition.","ModelResponse(id='8e7d07f0ed377ce2-EWR', created=1732489392, model='together_ai/google/gemma-2-27b-it', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content='The relationship is **subsidiary**. \n\nThe sentence states that Western Digital is buying SanDisk. This implies that SanDisk will become a subsidiary of Western Digital after the acquisition. \n\n', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=41, prompt_tokens=221, total_tokens=262, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",owned_by
Western Digital (WDC) has agreed to buy rival SanDisk (SNDK) for around $19 billion in cash and stock.,"('SanDisk', 'Western Digital')",parent_organization,"The relationship is: **parent organization** 

Western Digital is acquiring SanDisk, meaning SanDisk will become a subsidiary of Western Digital.","ModelResponse(id='8e7d07fb1d7c7ce2-EWR', created=1732489394, model='together_ai/google/gemma-2-27b-it', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content='The relationship is: **parent organization** \n\nWestern Digital is acquiring SanDisk, meaning SanDisk will become a subsidiary of Western Digital. \n\n', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=33, prompt_tokens=221, total_tokens=254, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",parent_organization
Western Digital (WDC) has agreed to buy rival SanDisk (SNDK) for around $19 billion in cash and stock.,"('Western Digital', 'SanDisk')",subsidiary,"The relationship is **subsidiary**. 

The sentence states that Western Digital is buying SanDisk. This implies that SanDisk will become a subsidiary of Western Digital after the acquisition.","ModelResponse(id='8e7d0802c8dd7ce2-EWR', created=1732489395, model='together_ai/google/gemma-2-27b-it', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content='The relationship is **subsidiary**. \n\nThe sentence states that Western Digital is buying SanDisk. This implies that SanDisk will become a subsidiary of Western Digital after the acquisition. \n\n', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=41, prompt_tokens=221, total_tokens=262, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",owned_by
"electric car with extended range showcases a new brandy interior along with a sleeker, sportier design that offers 50 miles of EV range, greater efficiency and stronger acceleration Fullscreen The Chevrolet Volt is charged from a port near the front doors  Chevrolet Fullscreen The all-new 2016 Chevrolet Volt electric car has longer electric range  Chevrolet Fullscreen Like this topic?","('Chevrolet Volt', 'Chevrolet')",brand,"The relationship is **brand**. 

Chevrolet Volt is a specific model of car produced under the Chevrolet brand.","ModelResponse(id='8e7d080f8c577ce2-EWR', created=1732489397, model='together_ai/google/gemma-2-27b-it', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content='The relationship is **brand**. \n\nChevrolet Volt is a specific model of car produced under the Chevrolet brand. \n\n', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=27, prompt_tokens=267, total_tokens=294, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",brand
The 717 was the last jetliner developed by McDonnell Douglas before Boeing acquired the company 18 years ago.,"('Boeing', 'McDonnell Douglas')",subsidiary,"The relationship is **subsidiary**. 

The sentence states that Boeing acquired McDonnell Douglas, meaning McDonnell Douglas became a subsidiary of Boeing.","ModelResponse(id='8e7d08169f0a7ce2-EWR', created=1732489398, model='together_ai/google/gemma-2-27b-it', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content='The relationship is **subsidiary**. \n\nThe sentence states that Boeing acquired McDonnell Douglas, meaning McDonnell Douglas became a subsidiary of Boeing. \n\n', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=32, prompt_tokens=215, total_tokens=247, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",subsidiary
"Comcast —The NBCUniversal parent has held preliminary talks with a number of online publishers about possible acquisitions, according to The Wall Street Journal , which says the talks included Vice Media, BuzzFeed, and Business Insider.","('NBCUniversal', 'Comcast')",parent_organization,"The relationship is **parent organization**. 

The sentence states that Comcast ""—The NBCUniversal parent"" indicating Comcast is the parent company of NBCUniversal.","ModelResponse(id='8e7d081b7e857ce2-EWR', created=1732489399, model='together_ai/google/gemma-2-27b-it', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content='The relationship is **parent organization**. \n\nThe sentence states that Comcast ""—The NBCUniversal parent"" indicating Comcast is the parent company of NBCUniversal. \n\n', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=36, prompt_tokens=233, total_tokens=269, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",parent_organization
"Comcast —The NBCUniversal parent has held preliminary talks with a number of online publishers about possible acquisitions, according to The Wall Street Journal , which says the talks included Vice Media, BuzzFeed, and Business Insider.","('NBCUniversal', 'Comcast')",owned_by,"The relationship is **parent organization**. 

The sentence states that Comcast ""—The NBCUniversal parent"" indicating Comcast is the parent company of NBCUniversal.","ModelResponse(id='8e7d08224a1f7ce2-EWR', created=1732489400, model='together_ai/google/gemma-2-27b-it', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content='The relationship is **parent organization**. \n\nThe sentence states that Comcast ""—The NBCUniversal parent"" indicating Comcast is the parent company of NBCUniversal. \n\n', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=36, prompt_tokens=233, total_tokens=269, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",parent_organization
"Comcast —The NBCUniversal parent has held preliminary talks with a number of online publishers about possible acquisitions, according to The Wall Street Journal , which says the talks included Vice Media, BuzzFeed, and Business Insider.","('Comcast', 'NBCUniversal')",subsidiary,"The relationship is **subsidiary**. 

The sentence states that Comcast is the parent company of NBCUniversal.","ModelResponse(id='8e7d0827cb4f7ce2-EWR', created=1732489401, model='together_ai/google/gemma-2-27b-it', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content='The relationship is **subsidiary**. \n\nThe sentence states that Comcast is the parent company of NBCUniversal. \n\n', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=27, prompt_tokens=233, total_tokens=260, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",owned_by
"Comcast —The NBCUniversal parent has held preliminary talks with a number of online publishers about possible acquisitions, according to The Wall Street Journal , which says the talks included Vice Media, BuzzFeed, and Business Insider.","('NBCUniversal', 'Comcast')",founded_by,"The relationship is **parent organization**. 

The sentence states that Comcast ""—The NBCUniversal parent"" indicating Comcast is the parent company of NBCUniversal.","ModelResponse(id='8e7d082c8ab57ce2-EWR', created=1732489402, model='together_ai/google/gemma-2-27b-it', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content='The relationship is **parent organization**. \n\nThe sentence states that Comcast ""—The NBCUniversal parent"" indicating Comcast is the parent company of NBCUniversal. \n\n', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=36, prompt_tokens=233, total_tokens=269, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",parent_organization
"So the way we talk about TSYS and Global Payments is that on a combined basis we have 1300 FI customers around the world, I will tell you financial services, is a very big piece of AWS’s footprint today, and obviously, it's a very large business.","('TSYS', 'Global Payments')",subsidiary,"The relationship is **subsidiary**. 

The sentence implies that TSYS is part of Global Payments, as evidenced by the phrase ""on a combined basis"". This suggests a parent-subsidiary relationship.","ModelResponse(id='8e7d08334e017ce2-EWR', created=1732489403, model='together_ai/google/gemma-2-27b-it', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content='The relationship is **subsidiary**. \n\nThe sentence implies that TSYS is part of Global Payments, as evidenced by the phrase ""on a combined basis"". This suggests a parent-subsidiary relationship. \n\n', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=46, prompt_tokens=253, total_tokens=299, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",subsidiary
