sentences,llm_responses,actual_label,complete_responses
"In response to the resulting high inflation, the Fed was obliged to raise interest rates, and the economy weakened.","HAWKISH
The sentence is classified as",1,"ModelResponse(id='8f19d093cd95bd3f-ATL', created=1734133389, model='together_ai/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='length', index=0, message=Message(content='HAWKISH\nThe sentence is classified as', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=10, prompt_tokens=159, total_tokens=169, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])"
"Although not without some serious shortcomings, the published productivity data provide little encouragement to the view that there has been a significant improvement in underlying productivity growth.","NEUTRAL

This sentence is classified as '",0,"ModelResponse(id='8f19d093faa06765-ATL', created=1734133389, model='together_ai/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='length', index=0, message=Message(content=""NEUTRAL\n\nThis sentence is classified as '"", role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=10, prompt_tokens=166, total_tokens=176, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])"
Participants anticipated that inflation would continue to gradually rise as resource utilization tightened further and as wage pressures became more apparent,"Label: HAWKISH

Explanation: This",1,"ModelResponse(id='8f19d0940af2bce3-ATL', created=1734133389, model='together_ai/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='length', index=0, message=Message(content='Label: HAWKISH\n\nExplanation: This', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=10, prompt_tokens=158, total_tokens=168, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])"
"These forecasts and forward guidance had a significant effect on raising market interest rates, even though we did nothing with our primary policy tool, the federal funds rate, in December 2021.","Label: HAWKISH

Explanation: The",1,"ModelResponse(id='8f19d0942b7eb0b8-ATL', created=1734133389, model='together_ai/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='length', index=0, message=Message(content='Label: HAWKISH\n\nExplanation: The', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=10, prompt_tokens=174, total_tokens=184, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])"
"we project that, under appropriate monetary policy, inflation will rise gradually to our symmetric 2 percent objective.","Label: NEUTRAL

Explanation: The sentence",0,"ModelResponse(id='8f19d0945d1a4535-ATL', created=1734133389, model='together_ai/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='length', index=0, message=Message(content='Label: NEUTRAL\n\nExplanation: The sentence', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=10, prompt_tokens=158, total_tokens=168, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])"
"""4 While this new framework represents a robust evolution in our monetary policy strategy, this strategy is in service to the dual-mandate goals of monetary policy assigned to the Federal Reserve by the Congressâ€”maximum employment and price stabilityâ€”which remain unchanged.5 Concluding Remarks While economic recovery since the spring collapse has been robust, let us not forget that full economic recovery from the COVID-19 recession has a long way to go.","NEUTRAL
The sentence does not indicate any",0,"ModelResponse(id='8f19d0949de2bf7f-ATL', created=1734133389, model='together_ai/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='length', index=0, message=Message(content='NEUTRAL\nThe sentence does not indicate any', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=10, prompt_tokens=227, total_tokens=237, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])"
they also concurred that it would be necessary to continue to monitor inflation developments carefully.,"Label: NEUTRAL

This sentence is classified",2,"ModelResponse(id='8f19d09498ad53f4-ATL', created=1734133389, model='together_ai/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='length', index=0, message=Message(content='Label: NEUTRAL\n\nThis sentence is classified', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=10, prompt_tokens=154, total_tokens=164, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])"
"As always, my colleagues on the FOMC and I will act to foster our dual objectives of price stability and sustainable economic growth.","NEUTRAL
This sentence suggests a commitment to",1,"ModelResponse(id='8f19d0949b7e7bd8-ATL', created=1734133389, model='together_ai/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='length', index=0, message=Message(content='NEUTRAL\nThis sentence suggests a commitment to', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=10, prompt_tokens=164, total_tokens=174, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])"
"With regard to the outlook for inflation, members referred to widespread indications of increasingly tight labor markets and to statistical and anecdotal reports of faster increases in labor compensation.","Label: HAWKISH

Explanation: The",1,"ModelResponse(id='8f19d0949834bccb-ATL', created=1734133389, model='together_ai/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='length', index=0, message=Message(content='Label: HAWKISH\n\nExplanation: The', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=10, prompt_tokens=169, total_tokens=179, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])"
"Nonetheless, if the influence of globalization on inflation is as substantial as many claim, we might have expected the standard model to have had difficulty in predicting recent inflation trends.","NEUTRAL

This sentence is neutral because it",2,"ModelResponse(id='8f19d094999512e1-ATL', created=1734133389, model='together_ai/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='length', index=0, message=Message(content='NEUTRAL\n\nThis sentence is neutral because it', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=10, prompt_tokens=170, total_tokens=180, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])"
Accelerating productivity poses a significant complication for economic forecasting.,"NEUTRAL
This sentence does not directly indicate",0,"ModelResponse(id='8f19d0aa8c8cbd3f-ATL', created=1734133393, model='together_ai/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='length', index=0, message=Message(content='NEUTRAL\nThis sentence does not directly indicate', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=10, prompt_tokens=148, total_tokens=158, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])"
"However, I can provide you with some insight into the way the FOMC functions and the impact of monetary policy on the U.S. and global economies.","NEUTRAL
This sentence does not convey any",2,"ModelResponse(id='8f19d0aaae9a6765-ATL', created=1734133393, model='together_ai/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='length', index=0, message=Message(content='NEUTRAL\nThis sentence does not convey any', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=10, prompt_tokens=169, total_tokens=179, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])"
And productivity’s been very low.,"NEUTRAL
This sentence does not directly indicate",1,"ModelResponse(id='8f19d0aadfb7b0b8-ATL', created=1734133393, model='together_ai/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='length', index=0, message=Message(content='NEUTRAL\nThis sentence does not directly indicate', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=10, prompt_tokens=144, total_tokens=154, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])"
"In December, the consumer price index (CPI) rose somewhat faster than in recent months, primarily reflecting an upturn in consumer energy prices","NEUTRAL
The sentence is classified as '",1,"ModelResponse(id='8f19d0aabc9cbce3-ATL', created=1734133393, model='together_ai/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='length', index=0, message=Message(content=""NEUTRAL\nThe sentence is classified as '"", role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=10, prompt_tokens=165, total_tokens=175, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])"
"It was noted, however, that increases in compensation that exceeded productivity gains might be absorbed to some extent by a narrowing of firms’ high profit margins.","NEUTRAL

This sentence is classified as '",1,"ModelResponse(id='8f19d0aaec5c4535-ATL', created=1734133393, model='together_ai/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='length', index=0, message=Message(content=""NEUTRAL\n\nThis sentence is classified as '"", role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=10, prompt_tokens=167, total_tokens=177, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])"
