prompt,answer,book_name,chapter_number,chapter_name
"69. A period of strong economic growth tends to make a __________________.

A: trade surplus larger
B: a trade surplus
C: trade deficit larger
D: both a and b above",C: trade deficit larger,"Macroeconomics, 3rd Edition",10,international trade capital flows
"70. Which of the following will strongly influence a nation’s level of trade?

A: size of its economy, its geographic location, and its history of trade
B: size of its government, its history of trade, and its geographic location
C: government trade policy, its history of trade, and the size of its economy
D: ratio of exports to GDP, balance of trade, and government trade policy","A: size of its economy, its geographic location, and its history of trade","Macroeconomics, 3rd Edition",10,international trade capital flows
"71. Under what conditions would a nation be viewed as being neither a net borrower nor a net lender in the international economy?

A: it has a low level of trade and a large trade surplus
B: it has a medium to high level of trade and a moderate trade surplus
C: it has a high level of trade and a moderate trade deficit
D: its trade balance is zero",D: its trade balance is zero,"Macroeconomics, 3rd Edition",10,international trade capital flows
"72. Under what circumstances would it most likely be considered beneficial for a government to be a large borrower of foreign investment capital?

A: never as there is no economic merit in a policy of running trade deficits
B: if the inflow of capital is absorbed by greater government borrowing
C: when borrowing larger amounts is based on unconventional macroeconomic wisdom
D: when those funds are invested in a way that sustains economic growth over time",D: when those funds are invested in a way that sustains economic growth over time,"Macroeconomics, 3rd Edition",10,international trade capital flows
"73. A country's trade in manufactured goods diminished substantially, causing it to lose tax revenue and become a net borrower of foreign funds. For the next two decades, its government used the borrowed funds to upgrade the nation's waste-water treatment plants and to develop efficient rapid transit systems, creating substantial gainful employment for its workforce.  Thereafter, the country began to quickly repay its past borrowing debt. Which of the following most strongly supported this country’s successful economic recovery?

A: ensuring borrowed funds were invested in long-term productive economic assets
B: ensuring that larger borrowing reduced the need for more private savings
C: the creation of a trade deficit through more aggressive buying of imports
D: global policies of low interest rates charged on funds borrowed by governments",A: ensuring borrowed funds were invested in long-term productive economic assets,"Macroeconomics, 3rd Edition",10,international trade capital flows
"74. If a country's economy records a surplus, how will the X and M components be represented in its national savings and investment identity?

A: (X - M); right side
B: (X - M); left side
C: (M - X); demand side
D: (M - X); supply side",B: (X - M); left side,"Macroeconomics, 3rd Edition",10,international trade capital flows
"75. During the past year a country's government ran a budget surplus. How will this be represented as a component of in the country's national savings and investment identity?

A: (T - G); demand side
B: (G - T); right side
C: (G - T); left side
D: (T - G); saving side",D: (T - G); saving side,"Macroeconomics, 3rd Edition",10,international trade capital flows
"76. One of the questions on Anders' economics exam provided him with the algebraic term:
I + (G - T) = S + (M – X) and asked him to choose its matching written identity. Of the following possible answers presented on the exam, which one is the correct choice?

A: Demand for financial capital = Supply of financial capital
B: Investment + government savings = Supply + trade surplus
C: Trade surplus + government savings = Supply + trade deficit
D: Domestic investment + public savings = Domestic savings + trade deficit",A: Demand for financial capital = Supply of financial capital,"Macroeconomics, 3rd Edition",10,international trade capital flows
"1. Which of the following institutions determines the quantity of money in the economy as its most important task?

A: U.S. Department of the Treasury
B: Federal Open Market Committee
C: Central Bank
D: Federal Reserve Board of Governors",C: Central Bank,"Macroeconomics, 3rd Edition",15,monetary policy and bank regulation
"2. The ___________________ is the institution designed to control the quantity of money in the economy and also to oversee the:

A: FOMC; passing of tax and spending bills.
B: Central Bank; safety and stability of the banking system.
C: FFIEC; day-to-day democratic control of policy.
D: FDIC; responsibility for deposit insurance.",B: Central Bank; safety and stability of the banking system.,"Macroeconomics, 3rd Edition",15,monetary policy and bank regulation
